166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,147,148,149,148,144,149,148,149,150,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,-2147483476,216,213,216,212,213,216,213,172,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,-2147483454,150,147,150,212,147,150,147,194,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,-2147483476,216,213,216,212,213,216,213,172,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,-2147483454,150,147,150,212,147,150,147,194,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,-2147483476,216,213,216,212,213,216,213,172,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,213,1073741972,1073741973,1073741972,1073741968,1073741973,-2147483454,150,147,150,212,147,150,147,194,166,166,166,166
166,166,166,166,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,148,149,150,166
166,166,166,166,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,166
166,166,166,166,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,166
166,166,166,166,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,166
166,166,166,166,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,166
166,166,166,166,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,166
166,166,166,166,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,-2147483454,150,147,150,212,147,150,147,194,166
166,166,166,166,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,213,1073741972,1073741973,1073741972,1073741968,1073741973,1073741972,1073741973,216,166
166,166,166,166,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,147,148,149,148,144,149,148,149,150,166
166,166,166,166,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,-2147483476,216,213,216,212,213,216,213,172,166
